Transaction_ID,Date,Customer_ID,Customer_Age,Customer_Gender,Product_Category,Quantity,Unit_Price,Total_Amount,Payment_Method,Customer_Rating
TX10117,"October 15, 2025",CUST1108,36.0,Male,CLOTHES,-4.0,91.62,-366.48,CASH,4.0
TX10705,"July 29, 2025",CUST1249,47.0,MALE,Reading Material,1.0,354.21,354.21,CASH,1.0
TX10129,"August 01, 2025",CUST1446,35.0,FEMALE,KITCHEN,8.0,293.03,2344.24,credit card,4.0
TX10639,08/09/2025,CUST1603,49.0,F,Clothing,6.0,109.56,657.36,PayPal,3.0
TX10624,2025-02-12,CUST1410,19.0,MALE,BOOKS,,160.95,,E-Wallet,1.0
TX11024,12/02/2026,CUST1536,52.0,Male,Books,7.0,249.66,1747.62,E-Wallet,3.0
TX10813,2025-05-30,CUST1080,24.0,male,ELEC,7.0,371.19,2598.33,Credit Card,2.0
TX10643,21/05/2025,CUST1405,26.0,MALE,home,3.0,117.24,351.72,E-Wallet,1.0
TX10031,10-03-2025,CUST1891,64.0,male,Reading Material,3.0,152.02,454.24,,2.0
TX10041,"March 28, 2025",CUST1317,23.0,M,Home,6.0,-24.3,-145.8,PayPal,2.0
TX10926,"October 17, 2025",CUST1763,49.0,M,,7.0,134.41,940.87,E-Wallet,15.0
TX11115,2025-10-09,CUST1347,,FEMALE,home,8.0,389.72,3117.76,credit card,2.0
TX10804,2025-10-21,CUST1226,69.0,M,Home & Kitchen,,365.26,,PayPal,2.0
TX10053,05-18-2025,CUST1341,41.0,Female,KITCHEN,4.0,228.95,915.8,credit card,1.0
TX10086,2025-10-05,CUST1797,68.0,Male,clothing,2.0,431.7,863.4,Debit Card,-5.0
TX10019,"January 25, 2026",CUST1172,23.0,M,ELEC,2.0,101.53,140.6,,5.0
TX10808,07/10/2025,CUST1078,27.0,Unknown,Apparel,1.0,44.24,44.24,E-Wallet,
TX10962,2025-08-06,CUST1522,67.0,Female,home,1.0,130.78,130.78,PayPal,1.0
TX10258,12/01/2026,CUST1648,52.0,F,electronics,180.0,239.57,43122.6,Debit Card,5.0
TX10431,2025-06-02,CUST1116,30.0,FEMALE,Electronics & Accessories,2.0,253.87,507.74,E-Wallet,1.0
TX10284,08-19-2025,CUST1543,34.0,Unknown,Home & Kitchen,9.0,250.26,2252.34,Debit Card,3.0
TX10862,2025-06-28,CUST1522,18.0,female,electronics,,,,CASH,5.0
TX10345,2029-12-31,CUST1198,67.0,Female,Home & Kitchen,1.0,283.57,,Credit Card,12.0
TX11114,02/02/2026,CUST1927,42.0,female,electronics,10.0,129.08,1290.8,Debit Card,
TX11016,04-18-2025,CUST1794,46.0,M,Home,,408.04,,Debit Card,3.0
TX10216,"March 17, 2026",CUST1357,20.0,Unknown,electronics,-4.0,58.29,-233.16,E-Wallet,5.0
TX10335,26/03/2025,CUST1359,65.0,,ELEC,8.0,204.59,1636.72,Debit Card,5.0
TX10728,06/02/2026,CUST1744,51.0,,electronics,4.0,,,E-Wallet,5.0
TX10266,21/02/2026,CUST1981,31.0,MALE,ELEC,-5.0,94.9,-474.5,PayPal,5.0
TX10055,2026-02-17,CUST1838,61.0,FEMALE,ELEC,3.0,140.0,420.0,Debit Card,1.0
TX10089,10-19-2025,CUST1660,161.0,FEMALE,Reading Material,10.0,307.22,2964.2,Cash,0.0
TX10472,09-30-2025,CUST1834,64.0,,Home & Kitchen,8.0,443.56,,Credit Card,4.0
TX11077,02/11/2025,CUST1151,53.0,M,Electronics & Accessories,3.0,257.9,575.16,Debit Card,1.0
TX11069,06-15-2025,CUST1241,34.0,MALE,,8.0,181.16,1449.28,,4.0
TX10085,05-29-2025,CUST1105,37.0,Female,KITCHEN,1.0,372.59,,Credit Card,5.0
TX10585,2026-03-16,CUST1149,21.0,F,home,0.0,192.37,0.0,PayPal,-5.0
TX10577,"March 11, 2025",CUST1262,31.0,MALE,Apparel,2.0,100.48,251.73,Debit Card,1.0
TX10403,01-31-2025,CUST1202,-12.0,male,,5.0,203.23,966.84,paypal,2.0
TX10027,20/03/2026,CUST1177,,M,CLOTHES,0.0,420.55,0.0,paypal,
TX10061,26/12/2025,CUST1616,68.0,Female,Books,3.0,498.8,1496.4,credit card,3.0
TX10732,08/05/2025,CUST1156,25.0,Female,Electronics,3.0,108.98,329.99,Debit Card,5.0
TX10478,12-31-2025,CUST1778,33.0,FEMALE,electronics,0.0,158.03,0.0,Credit Card,4.0
TX10169,01/03/2026,CUST1777,20.0,Male,Books,10.0,326.25,3262.5,E-Wallet,3.0
TX10414,"January 25, 2026",CUST1671,62.0,M,books,10.0,,,Cash,1.0
TX10344,08/09/2025,CUST1077,56.0,M,Clothing,0.0,63.65,0.0,Cash,2.0
TX10612,10-23-2025,CUST1181,67.0,Male,Electronics & Accessories,0.0,419.24,0.0,Cash,1.0
TX10029,"November 18, 2025",CUST1974,28.0,Unknown,KITCHEN,0.0,112.93,0.0,CASH,3.0
TX11066,"July 12, 2025",,61.0,Male,Home,,450.28,,E-Wallet,2.0
TX10761,2025-02-08,CUST1643,66.0,Unknown,electronics,2.0,21.19,42.38,credit card,2.0
TX10279,07-26-2025,CUST1505,21.0,Female,ELEC,2.0,292.82,585.64,PayPal,5.0
TX10668,12-22-2025,CUST1475,27.0,male,Apparel,6.0,367.59,2205.54,Credit Card,2.0
TX10499,"August 21, 2025",CUST1772,68.0,Male,electronics,8.0,180.64,,CASH,5.0
TX10225,2025-06-17,CUST1577,49.0,,Electronics,7.0,158.37,1108.59,PayPal,2.0
TX10559,2026-03-21,CUST1778,53.0,F,Apparel,1.0,330.34,488.37,Debit Card,5.0
TX10036,"January 10, 2026",CUST1593,66.0,female,ELEC,0.0,,,CASH,14.0
TX10961,11-22-2025,CUST1459,46.0,F,BOOKS,0.0,,,Debit Card,4.0
TX11021,2026-03-12,CUST1697,19.0,FEMALE,electronics,10.0,213.64,2136.4,E-Wallet,4.0
TX10305,"February 12, 2026",CUST1946,40.0,,Apparel,9.0,113.1,1017.9,E-Wallet,15.0
TX10360,"April 22, 2025",CUST1903,34.0,,Clothing,6.0,55.54,333.24,credit card,1.0
TX11144,27/02/2026,CUST1578,49.0,Female,Reading Material,0.0,-43.47,-0.0,Credit Card,4.0
TX10990,09-11-2025,CUST1658,53.0,Female,ELEC,9.0,83.96,636.49,CASH,1.0
TX11047,06-15-2025,CUST1650,62.0,M,CLOTHES,9.0,111.55,1003.95,E-Wallet,4.0
TX10699,22/06/2025,CUST1639,54.0,Male,KITCHEN,5.0,346.53,1732.65,,2.0
TX10020,"October 17, 2025",CUST1330,40.0,Female,Apparel,8.0,235.57,1884.56,Credit Card,5.0
TX11001,02-08-2026,CUST1884,47.0,female,home,5.0,333.49,1667.45,Cash,2.0
TX10398,2025-12-16,CUST1994,56.0,F,home,-2.0,,,CASH,
TX10730,2025-01-24,CUST1642,53.0,Unknown,Apparel,7.0,53.73,376.11,Cash,5.0
TX10211,"November 17, 2025",,51.0,FEMALE,Home & Kitchen,1.0,207.32,207.32,Debit Card,0.0
TX10063,2025-01-09,CUST1154,36.0,F,Electronics & Accessories,6.0,98.55,591.3,paypal,1.0
TX10425,16/03/2026,CUST1450,,female,books,10.0,363.62,3636.2,paypal,4.0
TX10477,"August 14, 2025",CUST1069,18.0,FEMALE,Reading Material,8.0,364.27,2914.16,Credit Card,2.0
TX10997,"January 01, 2025",CUST1480,50.0,Male,CLOTHES,297.0,463.51,195886.71,paypal,4.0
TX11011,14/04/2025,CUST1452,29.0,MALE,Apparel,1.0,466.88,466.88,Debit Card,2.0
TX10417,11-29-2025,CUST1646,57.0,male,CLOTHES,1.0,315.26,315.26,paypal,4.0
TX10681,03-23-2025,CUST1310,67.0,female,Clothing,2.0,28.14,,,5.0
TX10053,02-17-2025,,38.0,,,10.0,221.41,2214.1,CASH,5.0
TX10219,2025-05-09,CUST1281,60.0,FEMALE,BOOKS,10.0,272.71,2727.1,Cash,2.0
TX10156,10/07/2025,CUST1605,169.0,MALE,BOOKS,6.0,233.12,1398.72,CASH,4.0
TX11048,"January 27, 2025",CUST1057,61.0,Female,Electronics,9.0,407.52,,Debit Card,4.0
TX10236,11-17-2025,CUST1360,53.0,M,electronics,5.0,60.78,303.9,Credit Card,15.0
TX11126,07/01/2026,CUST1519,36.0,Female,Books,6.0,148.2,889.2,CASH,5.0
TX11106,2025-08-08,CUST1075,59.0,FEMALE,ELEC,-5.0,149.38,-746.9,Credit Card,-1.0
TX10981,2025-12-27,CUST1317,24.0,M,Books,7.0,344.69,3149.76,PayPal,5.0
TX10553,01/01/2025,CUST1472,,female,Books,9.0,78.9,710.1,PayPal,10.0
TX10027,2025-09-02,CUST1462,26.0,MALE,electronics,9.0,14.28,128.52,Cash,5.0
TX11139,09/03/2025,CUST1038,20.0,Male,Books,,491.17,,CASH,3.0
TX10896,"September 23, 2025",,49.0,MALE,books,0.0,150.49,0.0,paypal,1.0
TX11051,2025-01-05,CUST1377,,F,home,3.0,421.6,1264.8,credit card,3.0
TX11015,12-23-2025,CUST1851,42.0,Male,,6.0,353.31,2119.86,E-Wallet,4.0
TX10079,2026-02-23,CUST1293,51.0,Female,Electronics,,484.16,,E-Wallet,4.0
TX10450,"March 17, 2026",CUST1078,55.0,FEMALE,Home,10.0,421.43,4214.3,PayPal,5.0
TX10281,22/12/2025,CUST1660,41.0,Female,Home & Kitchen,1.0,373.63,373.63,PayPal,4.0
TX10950,2025-09-02,CUST1884,63.0,female,CLOTHES,7.0,404.63,2832.41,E-Wallet,5.0
TX10496,"April 28, 2025",CUST2000,31.0,F,Home,2.0,336.81,673.62,paypal,5.0
TX10533,2025-02-15,CUST1875,23.0,F,books,0.0,72.82,,credit card,5.0
TX10876,02-22-2025,CUST1092,58.0,F,electronics,4.0,253.31,1013.24,CASH,1.0
TX10253,,CUST1629,53.0,MALE,Books,6.0,57.61,345.66,,0.0
TX10265,"March 12, 2025",CUST1608,44.0,female,home,349.0,-44.66,-15586.34,Cash,-3.0
TX11087,01/02/2026,CUST1519,68.0,female,BOOKS,6.0,217.69,1033.91,Credit Card,4.0
TX10818,25/11/2025,CUST1393,70.0,Male,Home & Kitchen,0.0,170.05,0.0,PayPal,4.0
TX10162,N/A,CUST1473,51.0,FEMALE,Books,3.0,160.4,,CASH,5.0
TX10456,09/11/2025,CUST1594,22.0,male,Apparel,4.0,113.89,455.56,CASH,5.0
TX10721,08-14-2025,,22.0,F,Electronics,5.0,471.34,2356.7,Debit Card,2.0
TX10436,05/01/2026,CUST1977,186.0,female,Home & Kitchen,7.0,391.48,2740.36,PayPal,3.0
TX10516,18/11/2025,CUST1810,64.0,F,Apparel,5.0,495.15,2475.75,paypal,3.0
TX10627,"July 30, 2025",CUST1756,42.0,F,home,5.0,217.01,1085.05,credit card,5.0
TX10453,17/03/2026,CUST1917,51.0,F,Books,,,,Debit Card,1.0
TX10324,2025-02-14,,54.0,FEMALE,,7.0,252.48,1767.36,credit card,3.0
TX10977,2025-03-13,CUST1460,29.0,M,Home & Kitchen,4.0,303.54,1214.16,credit card,1.0
TX10572,2029-12-31,CUST1930,53.0,Male,Electronics,8.0,362.23,2897.84,paypal,3.0
TX10986,"June 29, 2025",CUST1829,24.0,MALE,Home,1.0,-30.6,,Cash,1.0
TX10665,11/06/2025,CUST1585,,F,clothing,7.0,20.97,146.79,Credit Card,2.0
TX10136,05-07-2025,CUST1667,47.0,M,Electronics,8.0,71.98,575.84,,5.0
TX10467,2025-11-27,,45.0,M,BOOKS,4.0,328.55,1314.2,E-Wallet,2.0
TX11053,05-08-2025,CUST1329,28.0,Unknown,,2.0,177.77,,Debit Card,4.0
TX10839,2026-02-03,CUST1619,53.0,F,CLOTHES,8.0,433.39,2310.83,PayPal,4.0
TX11042,03-11-2026,CUST1487,39.0,Female,ELEC,9.0,345.38,3108.42,paypal,4.0
TX10992,16/04/2025,CUST1513,52.0,MALE,Home,5.0,118.7,593.5,paypal,
TX10475,"January 18, 2026",CUST1154,-8.0,F,BOOKS,-2.0,149.87,-420.43,Debit Card,1.0
TX10530,2025-06-01,CUST1980,160.0,M,Home & Kitchen,5.0,71.1,251.74,E-Wallet,5.0
TX10180,06/02/2026,CUST1063,38.0,male,Reading Material,10.0,,,E-Wallet,1.0
TX10073,"September 11, 2025",CUST1461,44.0,MALE,clothing,2.0,253.23,506.46,Debit Card,2.0
TX10095,27/02/2025,CUST1105,45.0,F,electronics,4.0,,,Debit Card,1.0
TX10925,2025-09-13,CUST1830,38.0,MALE,electronics,-1.0,447.59,-456.09,E-Wallet,5.0
TX10005,2025-09-28,CUST1920,54.0,female,BOOKS,4.0,41.79,167.16,paypal,1.0
TX10671,07-04-2025,CUST1857,42.0,M,electronics,,341.76,,Credit Card,2.0
TX10850,"March 09, 2025",CUST1351,65.0,FEMALE,Apparel,2.0,43476.91,86953.82,credit card,1.0
TX10249,"March 17, 2026",CUST1731,46.0,FEMALE,Home & Kitchen,1.0,94.52,94.52,PayPal,5.0
TX10022,07/07/2025,CUST1086,43.0,MALE,Electronics,3.0,244.99,746.85,paypal,2.0
TX10506,"January 26, 2026",CUST1516,20.0,,KITCHEN,2.0,420.02,840.04,Cash,2.0
TX10393,2029-12-31,CUST1661,-6.0,Female,electronics,10.0,222.75,2227.5,E-Wallet,2.0
TX10199,2025-01-09,CUST1176,26.0,male,KITCHEN,3.0,281.92,845.76,paypal,5.0
TX10589,01-08-2025,CUST1040,-11.0,M,BOOKS,1.0,400.66,582.94,Cash,2.0
TX10033,2025-04-21,CUST1253,32.0,M,ELEC,9.0,28.98,260.82,E-Wallet,
TX10424,"January 31, 2025",CUST1724,38.0,MALE,Home,4.0,456.62,1826.48,CASH,4.0
TX10466,09-17-2025,CUST1448,70.0,male,books,6.0,281.38,1688.28,PayPal,1.0
TX10940,"November 18, 2025",CUST1449,155.0,MALE,books,1.0,205.33,205.33,E-Wallet,-3.0
TX10625,"August 05, 2025",CUST1536,50.0,M,Clothing,-3.0,54.09,-162.27,CASH,4.0
TX10486,12/02/2025,CUST1535,54.0,F,,5.0,262.98,1314.9,Credit Card,4.0
TX11105,2025-05-23,CUST1624,,F,KITCHEN,0.0,263.26,0.0,Credit Card,5.0
TX10047,2025-06-08,CUST1162,27.0,,books,4.0,338.4,1353.6,Debit Card,2.0
TX11073,19/09/2025,CUST1372,41.0,female,KITCHEN,0.0,82.58,0.0,CASH,3.0
TX10150,18/02/2026,CUST1381,33.0,FEMALE,home,7.0,362.7,2538.9,Credit Card,15.0
TX10203,10-02-2025,CUST1939,69.0,female,clothing,5.0,73386.64,366933.2,Cash,1.0
TX10230,2025-07-20,CUST1289,54.0,male,home,4.0,105.79,423.16,Cash,3.0
TX10317,,CUST1396,31.0,Female,Electronics,4.0,231.95,927.8,CASH,5.0
TX10688,09/01/2026,CUST1418,64.0,Male,CLOTHES,8.0,236.35,1890.8,Cash,4.0
TX11102,30/01/2025,CUST1793,48.0,Female,KITCHEN,,49.06,,CASH,4.0
TX10095,"February 14, 2025",CUST1346,70.0,M,Books,4.0,436.41,1745.64,Cash,4.0
TX10343,"March 01, 2025",CUST1695,62.0,FEMALE,electronics,5.0,270.04,1350.2,Cash,4.0
TX10963,2025-11-10,CUST1612,24.0,female,Clothing,3.0,157.12,471.36,Debit Card,3.0
TX10648,08/06/2025,CUST1053,37.0,MALE,ELEC,6.0,95.74,574.44,CASH,3.0
TX10745,2025-03-03,CUST1808,69.0,female,Apparel,2.0,22.15,44.3,Credit Card,-4.0
TX10527,29/12/2025,CUST1646,23.0,FEMALE,books,9.0,99.05,531.41,E-Wallet,1.0
TX10290,2025-12-26,CUST1662,67.0,F,Electronics & Accessories,3.0,268.78,806.34,CASH,4.0
TX10086,"March 25, 2025",CUST1342,70.0,Male,electronics,6.0,218.7,1312.2,Debit Card,5.0
TX10674,06-27-2025,CUST1067,25.0,female,BOOKS,3.0,134.34,403.02,Credit Card,4.0
TX10173,03-27-2025,CUST1337,32.0,Male,CLOTHES,0.0,69.04,0.0,CASH,5.0
TX11033,03-06-2025,,56.0,M,home,1.0,107.49,107.49,paypal,3.0
TX10988,2026-01-11,CUST1571,200.0,MALE,Home,10.0,437.36,4373.6,Debit Card,3.0
TX10932,2026-01-30,CUST1694,37.0,M,KITCHEN,7.0,207.26,1450.82,paypal,2.0
TX10975,,CUST1395,38.0,M,Home,2.0,460.53,794.89,paypal,
TX10710,2025-05-20,CUST1290,27.0,,Electronics & Accessories,1.0,134.57,134.57,E-Wallet,4.0
TX10974,2025-05-15,CUST1258,62.0,FEMALE,BOOKS,,202.88,,Credit Card,4.0
TX10476,"September 12, 2025",,21.0,Female,books,8.0,48.68,,PayPal,2.0
TX10329,09-19-2025,CUST1872,43.0,F,KITCHEN,0.0,267.06,0.0,CASH,4.0
TX10670,"January 29, 2025",CUST1672,-3.0,M,ELEC,5.0,352.74,1763.7,CASH,5.0
TX10621,16/03/2026,CUST1987,50.0,male,Reading Material,7.0,25.72,180.04,,2.0
TX10999,08/07/2025,CUST1928,45.0,Unknown,BOOKS,4.0,46268.19,185072.76,Cash,4.0
TX10019,2025-05-11,CUST1617,43.0,FEMALE,Apparel,,162.19,,Credit Card,
TX11057,2025-10-21,CUST1894,39.0,FEMALE,Clothing,8.0,298.76,2390.08,E-Wallet,5.0
TX10293,2025-04-27,CUST1153,54.0,Female,Apparel,3.0,399.6,764.77,,-3.0
TX10311,2025-01-23,CUST1341,53.0,female,books,6.0,298.37,1790.22,PayPal,4.0
TX10000,2025-05-06,CUST1083,23.0,male,Clothing,5.0,70.92,354.6,,5.0
TX10561,08-30-2025,CUST1596,45.0,FEMALE,home,3.0,19.63,58.89,paypal,3.0
TX10415,16/07/2025,CUST1679,26.0,Male,Electronics & Accessories,-2.0,296.93,-593.86,PayPal,4.0
TX10308,2025-04-02,CUST1144,48.0,MALE,books,232.0,471.32,109346.24,CASH,15.0
TX10582,"October 11, 2025",CUST1938,49.0,,Clothing,1.0,360.3,360.3,Credit Card,1.0
TX10630,04-25-2025,CUST1358,54.0,FEMALE,CLOTHES,5.0,430.38,2151.9,Cash,3.0
TX10178,"May 08, 2025",CUST1317,57.0,male,BOOKS,8.0,142.08,1136.64,PayPal,1.0
TX10693,01-04-2026,CUST1990,-7.0,M,,9.0,132.15,1189.35,,1.0
TX10388,2025-05-19,CUST1671,22.0,M,Home & Kitchen,7.0,15920.03,84926.35,paypal,5.0
TX10749,10-20-2025,CUST1715,45.0,F,Reading Material,6.0,30.73,184.38,PayPal,4.0
TX10430,2025-03-03,CUST1678,54.0,Unknown,Clothing,7.0,255.9,1791.3,Credit Card,1.0
TX10196,02/04/2025,CUST1401,60.0,MALE,books,7.0,155.84,1090.88,CASH,2.0
TX10848,2026-02-16,CUST1132,41.0,F,,8.0,412.64,3301.12,E-Wallet,5.0
TX10908,2025-07-25,CUST1609,38.0,Male,ELEC,7.0,203.55,1424.85,E-Wallet,5.0
TX10302,,CUST1725,59.0,F,Books,6.0,494.95,2359.9,paypal,4.0
TX11013,03-20-2026,CUST1960,37.0,FEMALE,KITCHEN,7.0,327.53,2292.71,Debit Card,4.0
TX10412,02-01-2026,CUST1086,40.0,Female,Apparel,9.0,299.26,2693.34,credit card,
TX10004,2025-06-17,CUST1317,69.0,M,Electronics & Accessories,4.0,408.7,1634.8,CASH,3.0
TX10418,"October 11, 2025",CUST1572,27.0,Female,Home,10.0,282.71,2827.1,Credit Card,1.0
TX10838,01-05-2025,,70.0,male,Electronics & Accessories,10.0,211.33,2113.3,Credit Card,1.0
TX10316,04-13-2025,,61.0,Male,electronics,8.0,58.79,470.32,Cash,
TX10519,10-16-2025,CUST1810,66.0,MALE,KITCHEN,7.0,150.46,,CASH,
TX10944,14/01/2026,CUST1336,,Female,books,5.0,245.15,1225.75,E-Wallet,1.0
TX10737,08-26-2025,CUST1832,21.0,,books,3.0,124.32,,Credit Card,1.0
TX10127,"October 30, 2025",CUST1130,57.0,Male,Reading Material,9.0,167.94,1511.46,E-Wallet,3.0
TX10906,31/01/2026,CUST1686,156.0,Male,clothing,5.0,371.11,1719.11,PayPal,
TX10772,11/01/2026,CUST1719,62.0,Unknown,ELEC,0.0,-19.86,-0.0,Credit Card,11.0
TX11095,2025-03-19,CUST1848,37.0,FEMALE,Electronics,-1.0,295.6,-295.6,Credit Card,3.0
TX11101,2025-07-29,CUST1969,19.0,male,KITCHEN,4.0,497.88,,CASH,1.0
TX10680,04-30-2025,CUST1756,65.0,MALE,BOOKS,,17.18,,,4.0
TX10794,2025-11-22,CUST1701,31.0,FEMALE,BOOKS,7.0,456.42,3194.94,paypal,2.0
TX10441,2025-06-21,CUST1934,66.0,female,Home & Kitchen,0.0,221.09,0.0,Credit Card,4.0
TX10372,"January 24, 2026",CUST1539,48.0,F,Electronics & Accessories,8.0,69428.35,555426.8,credit card,3.0
TX11054,03-11-2026,CUST1095,27.0,FEMALE,Reading Material,4.0,,,Debit Card,1.0
TX10686,23/02/2025,CUST1661,60.0,Male,books,3.0,411.71,1235.13,paypal,2.0
TX10822,29/09/2025,,55.0,female,Books,10.0,94.05,940.5,Credit Card,5.0
TX10736,"August 03, 2025",CUST1433,51.0,Male,clothing,7.0,36.91,258.37,paypal,2.0
TX10889,31/01/2025,CUST1520,28.0,FEMALE,electronics,4.0,336.03,1344.12,PayPal,2.0
TX10551,12-31-2025,CUST1370,30.0,M,CLOTHES,6.0,403.59,2421.54,E-Wallet,
TX10532,2025-02-17,CUST1018,57.0,,Home & Kitchen,3.0,56.59,169.77,E-Wallet,4.0
TX11119,"April 29, 2025",CUST1371,47.0,Unknown,Home,8.0,468.89,3751.12,CASH,4.0
TX10771,12-25-2025,CUST1316,18.0,F,home,10.0,-14.04,-140.4,Cash,0.0
TX11091,2025-08-23,CUST1184,60.0,MALE,home,1.0,345.33,345.33,credit card,1.0
TX10875,2025-10-25,CUST1973,,F,BOOKS,2.0,290.07,580.14,credit card,4.0
TX10260,16/09/2025,CUST1219,24.0,,clothing,1.0,443.63,443.63,CASH,2.0
TX11004,"November 23, 2025",CUST1349,59.0,female,Home & Kitchen,0.0,229.8,0.0,Debit Card,3.0
TX10590,2025-02-08,CUST1970,42.0,,Electronics & Accessories,6.0,64.86,389.16,Debit Card,3.0
TX10394,11/08/2025,CUST1784,63.0,Male,Home & Kitchen,6.0,96625.77,,Cash,14.0
TX10783,05-02-2025,CUST1497,38.0,female,CLOTHES,,,,CASH,4.0
TX10523,05-14-2025,CUST1196,56.0,F,clothing,3.0,482.65,1447.95,paypal,19.0
TX10620,"February 15, 2026",CUST1231,,FEMALE,,-3.0,259.03,-776.48,CASH,
TX10446,12-25-2025,CUST1140,47.0,Female,CLOTHES,6.0,427.19,2563.14,PayPal,3.0
TX10951,"June 12, 2025",CUST1158,63.0,MALE,,6.0,93525.89,561155.34,CASH,4.0
TX10746,20/05/2025,CUST1079,33.0,Female,Electronics,8.0,159.02,1272.16,,3.0
TX10353,08/02/2025,CUST1302,159.0,male,home,3.0,381.34,1144.02,CASH,3.0
TX10444,2029-12-31,CUST1864,43.0,M,books,2.0,441.29,882.58,paypal,2.0
TX10610,2025-03-21,CUST1807,19.0,Unknown,Clothing,3.0,261.44,784.32,CASH,1.0
TX10111,,CUST1103,40.0,,home,0.0,289.83,0.0,paypal,-2.0
TX10809,08-27-2025,CUST1519,37.0,Female,Electronics & Accessories,7.0,258.36,1808.52,PayPal,2.0
TX10930,2025-07-28,CUST1789,50.0,Unknown,books,10.0,15.65,156.5,E-Wallet,1.0
TX10594,10-02-2025,CUST1552,21.0,MALE,ELEC,9.0,407.82,3670.38,Credit Card,2.0
TX10182,30/01/2026,CUST1855,42.0,MALE,Home & Kitchen,8.0,32.94,263.52,Debit Card,3.0
TX10955,08-20-2025,CUST1756,70.0,MALE,Electronics & Accessories,5.0,,,PayPal,2.0
TX10901,08-26-2025,CUST1904,-7.0,F,ELEC,4.0,422.87,1691.48,credit card,3.0
TX10028,2026-03-13,CUST1539,148.0,M,Apparel,-4.0,196.32,-785.28,credit card,3.0
TX10339,16/02/2025,CUST1038,43.0,Female,Home,0.0,301.88,0.0,Debit Card,12.0
TX10549,02-18-2026,CUST1677,23.0,Male,Home,1.0,327.5,327.5,Debit Card,3.0
TX10695,2026-02-28,CUST1344,51.0,female,ELEC,7.0,87.34,611.38,Cash,
TX10409,2029-12-31,CUST1897,198.0,male,Home,8.0,340.43,2723.44,paypal,1.0
TX10521,2025-03-17,CUST1784,61.0,male,electronics,1.0,397.82,397.82,Credit Card,5.0
TX10656,31/12/2025,CUST1632,33.0,Female,Home,6.0,217.5,1305.0,Debit Card,4.0
TX10359,"July 02, 2025",CUST1134,45.0,Unknown,electronics,0.0,83.71,0.0,E-Wallet,1.0
TX10795,2025-09-20,CUST1611,-1.0,MALE,Electronics,3.0,202.13,606.39,PayPal,1.0
TX10791,12-13-2025,CUST1385,46.0,female,Books,1.0,,,credit card,2.0
TX10071,14/05/2025,CUST1157,,Female,Apparel,-1.0,335.65,-335.65,Credit Card,4.0
TX10080,"January 16, 2025",CUST1166,,FEMALE,Home & Kitchen,6.0,31.14,,Debit Card,2.0
TX10336,"March 14, 2026",CUST1185,69.0,FEMALE,Reading Material,339.0,359.56,121890.84,Credit Card,-1.0
TX10408,12/10/2025,CUST1851,26.0,Unknown,Reading Material,3.0,397.33,1191.99,,1.0
TX10197,"February 18, 2025",CUST1709,63.0,FEMALE,CLOTHES,7.0,,,CASH,4.0
TX10675,22/02/2025,CUST1789,,F,ELEC,0.0,31.57,0.0,paypal,-3.0
TX10024,2025-03-04,CUST1639,67.0,male,CLOTHES,4.0,324.74,1298.96,E-Wallet,3.0
TX11138,01/02/2025,CUST1828,54.0,Female,,-3.0,149.22,-447.66,paypal,5.0
TX10233,08/03/2025,CUST1924,38.0,F,CLOTHES,2.0,348.56,697.12,E-Wallet,2.0
TX10312,"February 26, 2026",CUST1169,52.0,Female,electronics,8.0,173.32,1386.56,paypal,0.0
TX10358,2025-07-10,CUST1738,135.0,M,Home & Kitchen,10.0,62.43,624.3,E-Wallet,4.0
TX11146,10-26-2025,CUST1448,27.0,FEMALE,Apparel,3.0,294.71,884.13,Cash,1.0
TX10204,2026-02-21,CUST1044,66.0,Male,Reading Material,5.0,332.73,1663.65,credit card,-4.0
TX10227,2025-01-12,CUST1420,44.0,Unknown,clothing,5.0,99.05,495.25,Credit Card,2.0
TX10481,"April 12, 2025",CUST1373,158.0,FEMALE,Apparel,162.0,443.54,71853.48,PayPal,5.0
TX11116,19/02/2026,CUST1692,70.0,female,Reading Material,3.0,353.99,1061.97,credit card,-1.0
TX10391,02-17-2025,CUST1736,65.0,M,Books,4.0,308.81,1235.24,credit card,14.0
TX11055,2025-03-04,CUST1243,67.0,F,Reading Material,5.0,131.84,659.2,Credit Card,1.0
TX10718,2025-08-25,CUST1992,26.0,Male,Apparel,7.0,309.78,2168.46,paypal,2.0
TX10806,"March 28, 2025",CUST1454,66.0,MALE,home,5.0,232.0,1160.0,CASH,3.0
TX10163,"February 25, 2026",CUST1625,,male,BOOKS,8.0,41.73,333.84,PayPal,2.0
TX10273,2025-09-12,,54.0,MALE,books,6.0,284.81,1708.86,E-Wallet,3.0
TX10254,"July 15, 2025",CUST1770,56.0,M,BOOKS,3.0,79.75,,Credit Card,2.0
TX10752,03-30-2025,CUST1766,61.0,M,Electronics & Accessories,10.0,42001.07,420010.7,Credit Card,2.0
TX10953,20/04/2025,CUST1802,23.0,Male,Books,10.0,414.5,4145.0,CASH,3.0
TX10421,05-21-2025,CUST1459,48.0,male,Reading Material,7.0,275.88,1931.16,PayPal,3.0
TX10801,17/08/2025,CUST1239,56.0,Female,Reading Material,8.0,256.24,2049.92,credit card,4.0
TX11032,18/01/2025,CUST1546,59.0,MALE,Apparel,1.0,396.78,396.78,Credit Card,2.0
